Condition_2D-Started_2D,Condition_3D-Started_2D,Condition_2D-Started_3D,Condition_3D-Started_3D
6.649451314394001,6.969362970824525,8.676895096353737,4.68513982243311
11.933619579906752,35.32497825316294,2.489234994093338,4.901144885365886
11.13014371131279,6.589058449640204,0.0,0.847077520200403
3.574691661078382,6.2502207183384835,9.376572424934114,14.098247443286246
0.0,0.0,7.673466934578085,2.5227514267300992
12.061505544571919,5.081147750378246,3.3381603623047904,3.888201449269065
6.8542903379651525,14.624574157877301,4.185002903785499,3.8518426104233825
0.0,0.02492895398403841,4.08708667844517,4.186533355120112
3.788768592088977,19.629151804667906,5.6168263363836335,8.417393567618255
3.0568268438070736,8.307364277206881,17.63823223157995,23.191424303344917
1.35943630654311,3.7781995354693545,41.883230875921484,13.140162988920958
0.0,7.792450412199601,7.016702094067443,4.054150806172996
11.328130481684052,6.2633035660582745,12.745615780581996,4.823355786988576
0.49011856,0.02615208536224231,14.58269194285285,17.820552116237934
8.36173019900189,23.175616603753987,18.986395861558506,21.179080571730736
2.2718114440492023,5.299417422433922,8.842283881948424,7.01415370501642
3.5906418839311973,5.1084787741553015,9.159481273557098,7.415869281473806
2.5708573186059898,2.349430197010355,3.423613667287862,5.971607196995552
14.92919621807416,12.25748957710176,6.050004907601194,3.7043218144069185
13.496136976976896,18.87659680502674,11.815683376804195,14.508170228963815
21.68121586765966,20.377606387478238,9.123401684916978,6.5490400581219195
3.4115247570824536,4.543557217272488,4.886236634834314,6.506190687312974
3.4919313390631066,3.150771870771894,4.361046268531832,1.975740067266416
5.685440916926157,6.354209758180517,11.202925413696798,3.4799923640830057
0.0,0.010755001168368535,7.355678079861232,3.326783734687334
1.452886780144884,0.8322935249708607,6.6856347610668365,3.4482231082856902
1.7091770014785541,8.8120252090071,2.7564314426006726,2.1635439887902024
2.7821474605007936,3.24692771081636,6.46075436054698,13.634535638826575
2.189769211571733,4.210186262320204,2.833872807012831,1.3317772972473427
4.46810136269313,7.64401903485665,3.904349597356053,3.6366110243924057
